"Tanggal","temp_avg","hum_avg","wind_avg","rainfall","sunshine"
"19-03-2019","25.7","88","1","1.1","4.1"
"20-03-2019","26.3","84","1","1.7","1.4"
"21-03-2019","26","84","1","","7"
"22-03-2019","26.5","85","1","0.3","5.8"
"23-03-2019","26.2","84","1","0.1","6.5"
"24-03-2019","27.1","79","1","8888","5.1"
"25-03-2019","26.1","84","1","","4.1"
"26-03-2019","26","84","2","","4.5"
"27-03-2019","26.8","88","1","16.5","7.2"
"28-03-2019","25.5","92","1","5.2","5.3"
"29-03-2019","25.5","85","1","4.5","4.5"
"30-03-2019","26.5","83","1","29.4","7.4"
"31-03-2019","26.3","84","2","","6.3"
"01-04-2019","26.2","84","0","","6"
"02-04-2019","26.2","84","0","8888","6.1"
"03-04-2019","25.3","86","1","1.4","4.4"
"04-04-2019","26.4","86","1","111","6.7"
"05-04-2019","26.4","84","1","12.8","6.6"
"06-04-2019","26.3","86","2","","4.7"
"07-04-2019","26.2","84","1","3.2","5.9"
"08-04-2019","26.8","88","1","6.4","6.4"
"09-04-2019","26.8","84","1","4.5","6.7"
"10-04-2019","28","82","0","1.3","7.7"
"11-04-2019","27.7","80","1","","9.9"
"12-04-2019","26.7","84","1","8888","7.1"
"13-04-2019","27.4","81","2","","7.1"
"14-04-2019","27.2","78","1","8.4","8.1"
"15-04-2019","26.2","90","1","46.3","9.1"
"16-04-2019","24.7","90","1","36.8","5"
"17-04-2019","26.8","85","1","2.8","6.8"
"18-04-2019","27","86","2","","7.1"
"19-04-2019","26.7","86","1","12.9","5.2"
"20-04-2019","25.9","89","0","17.4","4.1"
"21-04-2019","27.6","84","1","8888","0.2"
"22-04-2019","27","80","1","","5.8"
"23-04-2019","27.2","80","2","","6.2"
"24-04-2019","25.1","93","1","3.4","7.8"
"25-04-2019","26.1","85","2","5.4","0.3"
"26-04-2019","25.9","88","1","134.2","6.9"
"27-04-2019","25.3","93","1","99","6.5"
"28-04-2019","26.4","88","1","115.9","4"
"29-04-2019","26.9","88","1","1","7.4"
"30-04-2019","26.6","90","1","46.7","3.8"
"01-05-2019","27.2","83","1","8.8","3.4"
"02-05-2019","27.3","81","1","","3.7"
"03-05-2019","26.4","86","1","8888","9.3"
"04-05-2019","26.6","88","1","56.6","6.6"
"05-05-2019","26.2","87","1","10.8","6.8"
"06-05-2019","26.4","84","1","13.6","7.3"
"07-05-2019","27.7","82","1","0.6","7.1"
"08-05-2019","26.9","83","1","","7.4"
"09-05-2019","25.9","88","1","1.4","5.7"
"10-05-2019","26.7","86","1","","6.3"
"11-05-2019","27.6","86","2","78.7","5.2"
"12-05-2019","26.6","87","1","4.5","7.2"
"13-05-2019","27.3","82","1","1.2","4.1"
"14-05-2019","27.1","82","1","10","6.7"
"15-05-2019","26.2","85","1","","9.9"
"16-05-2019","27","86","1","67.9","6.3"
"17-05-2019","26.6","83","2","8888",""
"18-05-2019","26.8","78","0","0","8.1"
"19-05-2019","27.3","78","1","","7.9"
"20-05-2019","27.3","80","1","8888","7.6"
"21-05-2019","27.6","80","1","8888","8.5"
"22-05-2019","27.3","79","1","","8.7"
"23-05-2019","27.4","78","1","8888","7.4"
"24-05-2019","27.7","72","1","","10.3"
"25-05-2019","27.1","78","1","","9.5"
"26-05-2019","27.3","78","1","8888","9"
"27-05-2019","27.9","76","1","8888","7"
"28-05-2019","27.8","78","1","","8.6"
"29-05-2019","27.4","79","2","","9.2"
"30-05-2019","27.2","82","1","58","7.3"
"31-05-2019","27.7","78","1","","7"
"01-06-2019","25.8","84","1","","9.1"
"02-06-2019","26.2","85","1","18.2","7.8"
"03-06-2019","25.8","84","0","34.8","6.5"
"04-06-2019","26.5","78","1","","1.6"
"05-06-2019","27.7","77","1","","8"
"06-06-2019","27.4","79","1","1.4","10.3"
"07-06-2019","27","84","1","","8.8"
"08-06-2019","26.5","82","1","17.1","5.5"
"09-06-2019","26.9","80","1","","8.2"
"10-06-2019","26.5","80","1","0.3","9"
"11-06-2019","26.1","82","0","11.2","9.4"
"12-06-2019","27","80","0","8888","8.7"
"13-06-2019","27.6","82","1","","9.3"
"14-06-2019","26.8","84","1","","8"
"15-06-2019","27.2","84","2","3","4.2"
"16-06-2019","26.4","88","1","2.8","9"
"17-06-2019","26.7","80","2","14.8","6.3"
"18-06-2019","25.7","76","1","","8.1"
"19-06-2019","25.8","77","1","","10.5"
"20-06-2019","26.5","78","0","","9.8"
"21-06-2019","26.1","78","1","","9.6"
"22-06-2019","25.8","80","1","",""
"23-06-2019","26.1","78","0","0.3","8.3"
"24-06-2019","26.2","76","1","","7.1"
"25-06-2019","26.1","74","1","","7.7"
"26-06-2019","25.9","77","1","","9.4"
"27-06-2019","25.1","78","1","","9.8"
"28-06-2019","26.1","80","1","33.6","9.7"
"29-06-2019","26.1","77","1","","8.6"
"30-06-2019","26.4","78","1","","8.8"
"01-07-2019","25.7","74","1","0.3","9.3"
"02-07-2019","26.1","75","1","","9.1"
"03-07-2019","26.5","78","1","","7.9"
"04-07-2019","26","84","1","","8.7"
"05-07-2019","26.1","81","1","9.3","6.4"
"06-07-2019","26.7","80","2","0.3","4.1"
"07-07-2019","26.8","78","1","",""
"08-07-2019","25.7","82","1","","8.4"
"09-07-2019","25.2","85","1","35.4","7.3"
"10-07-2019","25.4","80","2","7.4","7.3"
"11-07-2019","25.6","76","1","","5.2"
"12-07-2019","","","1","","8.4"
"13-07-2019","26","73","2","","10.5"
"14-07-2019","25.4","78","1","","9.7"
"15-07-2019","25.1","74","1","","6.2"
"16-07-2019","25.3","71","1","","5.9"
"17-07-2019","24.9","73","1","","9.4"
"18-07-2019","25.3","70","2","","8.4"
"19-07-2019","25.6","76","2","","9.1"
"20-07-2019","27.2","79","1","0.1","4.5"
"21-07-2019","27.4","76","1","","5.1"
"22-07-2019","26.8","82","1","","8.6"
"23-07-2019","26.4","75","1","","8.5"
"24-07-2019","25.8","76","1","","10.3"
"25-07-2019","25.9","72","2","","8.1"
"26-07-2019","25.7","75","1","","7.3"
"27-07-2019","25.5","76","1","","9.4"
"28-07-2019","26","78","1","","8.1"
"29-07-2019","26.7","74","2","8888","8.6"
"30-07-2019","26.3","73","1","","8.3"
"31-07-2019","26.4","70","1","","8.2"
"01-08-2019","26","68","1","8888","8.9"
"02-08-2019","26.1","73","1","","9"
"03-08-2019","25.8","75","1","","7.6"
"04-08-2019","25.4","71","1","","7.2"
"05-08-2019","24.7","72","1","","8.7"
"06-08-2019","24.1","68","2","","7.9"
"07-08-2019","25.1","71","1","","9.4"
"08-08-2019","25.3","67","2","","9.1"
"09-08-2019","25.6","75","1","","8.2"
"10-08-2019","25.4","72","1","","6.2"
"11-08-2019","25.9","74","1","","9.5"
"12-08-2019","25.6","74","1","","9.2"
"13-08-2019","25.8","74","1","","7.5"
"14-08-2019","26.8","76","2","","8.6"
"15-08-2019","25.6","82","1","","7.5"
"16-08-2019","26.1","81","1","29.6","6.2"
"17-08-2019","26","78","1","52.3","6.7"
"18-08-2019","26.1","70","1","","7.1"
"19-08-2019","25.7","72","1","","8"
"20-08-2019","25.7","73","2","","10.5"
"21-08-2019","26.1","72","2","","8.3"
"22-08-2019","25.6","76","1","","5.9"
"23-08-2019","25.8","80","1","18.9","6.6"
"24-08-2019","25.3","79","1","","7.5"
"25-08-2019","25.8","76","1","","9.2"
"26-08-2019","26.1","78","1","","8.2"
"27-08-2019","25.7","82","1","13.5","5.1"
"28-08-2019","26","87","1","1.8","7.6"
"29-08-2019","26.3","80","1","54.2","3.9"
"30-08-2019","","","1","","7.8"
"31-08-2019","24.9","76","1","","9.9"
"01-09-2019","26.1","75","1","","9.2"
"02-09-2019","26","79","1","","9.4"
"03-09-2019","27.8","72","1","","6.2"
"04-09-2019","25.4","82","1","","7.2"
"05-09-2019","25.6","82","1","28","8.1"
"06-09-2019","25.1","76","1","0.3","7.4"
"07-09-2019","25.8","76","1","","8.7"
"08-09-2019","26.6","70","1","","8.8"
"09-09-2019","26.5","74","1","","7.5"
"10-09-2019","28.1","64","1","","9.3"
"11-09-2019","26.3","63","2","","10.1"
"12-09-2019","24","76","1","","10"
"13-09-2019","25.1","71","1","4.5","8.7"
"14-09-2019","24.7","71","1","","6.9"
"15-09-2019","25.1","70","2","","8.9"
"16-09-2019","26.9","75","2","","7.2"
"17-09-2019","26.7","77","1","","8.1"
"18-09-2019","25.8","81","1","","8.7"
"19-09-2019","27","76","1","21.2","8.3"
"20-09-2019","26.3","67","1","","6.1"
"21-09-2019","26.5","70","1","","7.4"
"22-09-2019","26.7","72","1","","9.6"
"23-09-2019","28","68","2","","9.8"
"24-09-2019","28.5","67","2","","9.8"
"25-09-2019","25.5","81","1","","8.5"
"26-09-2019","26.2","82","1","8888","7.6"
"27-09-2019","26.9","73","1","5.1","7.1"
"28-09-2019","26.3","80","1","","7.7"
"29-09-2019","25.5","85","1","13.9","8.3"
"30-09-2019","26.6","78","1","78.6","6.4"
"01-10-2019","25.8","80","1","","6.8"
"02-10-2019","26.7","77","1","","7.7"
"03-10-2019","26.8","78","1","","7.1"
"04-10-2019","27.2","68","2","","6.8"
"05-10-2019","26.9","68","1","","8.8"
"06-10-2019","27.7","65","2","","8.7"
"07-10-2019","27.1","69","2","","9.1"
"08-10-2019","25.6","80","1","","7.9"
"09-10-2019","25.4","86","1","18.6","7.8"
"10-10-2019","25.2","88","1","44","6.2"
"11-10-2019","26.4","82","2","130.1","4.4"
"12-10-2019","26.9","77","1","","5.8"
"13-10-2019","25.7","79","0","3.3","7.2"
"14-10-2019","27","79","1","8","7.9"
"15-10-2019","26.1","84","1","","8.5"
"16-10-2019","26","84","2","72","6.9"
"17-10-2019","26.7","82","2","0.6","7.4"
"18-10-2019","26.7","80","1","7.8","8.1"
"19-10-2019","27.6","76","1","16.3","8"
"20-10-2019","27.3","72","1","","8.7"
"21-10-2019","27.6","68","2","","7.7"
"22-10-2019","28.7","61","2","","9.5"
"23-10-2019","27.9","69","1","","10.4"
"24-10-2019","27.7","72","1","","8.8"
"25-10-2019","28","74","1","","8.4"
"26-10-2019","26.1","79","2","","8.1"
"27-10-2019","26","84","1","28.5","7.8"
"28-10-2019","26.1","82","1","1.4","6.2"
"29-10-2019","25.5","83","1","41.3","8.3"
"30-10-2019","26.6","76","1","10","6.6"
"31-10-2019","27","76","1","","9.3"
"01-11-2019","26.8","81","1","","9.2"
"02-11-2019","26.9","78","1","","6.1"
"03-11-2019","26.6","81","1","","8.2"
"04-11-2019","26.5","78","2","6.6","6.3"
"05-11-2019","","","2","8888","7"
"06-11-2019","27.6","72","1","8888","8.4"
"07-11-2019","26.5","72","1","","8.3"
"08-11-2019","27.9","69","1","","10.5"
"09-11-2019","28.5","66","1","","10.1"
"10-11-2019","28.1","68","2","","10.2"
"11-11-2019","26.8","79","1","0.5","9.3"
"12-11-2019","27.8","82","1","45.7","8.5"
"13-11-2019","26.4","82","2","0.1","6.5"
"14-11-2019","25.7","86","1","57.5","0"
"15-11-2019","26.6","81","2","","0"
"16-11-2019","27.9","70","2","9.3","7.3"
"17-11-2019","28.1","75","1","8888","10.7"
"18-11-2019","28.3","68","2","","9.7"
"19-11-2019","28.6","74","2","","6"
"20-11-2019","26.4","82","2","5","8.8"
"21-11-2019","26.4","81","1","61.7","8.4"
"22-11-2019","27.4","81","1","5.8","6.3"
"23-11-2019","27.1","80","2","1","4.6"
"24-11-2019","27.3","78","2","2.1","6.8"
"25-11-2019","27","83","1","8888","7.7"
"26-11-2019","27.8","81","1","7.8","6.2"
"27-11-2019","27.4","80","2","","6.2"
"28-11-2019","","","2","","5.3"
"29-11-2019","26.5","87","2","43.4","0"
"30-11-2019","26.6","91","1","83.6","7.9"
"01-12-2019","27.7","82","1","9.3","5.8"
"02-12-2019","27.3","85","1","16.5","0"
"03-12-2019","27.7","80","1","1.6","4"
"04-12-2019","27.8","81","1","","8.3"
"05-12-2019","26.2","91","1","17.3","8.6"
"06-12-2019","26.7","88","1","63.4","6.5"
"07-12-2019","26","89","2","1.9","3"
"08-12-2019","26.6","84","1","0","0.4"
"09-12-2019","25.9","85","1","4.9","0"
"10-12-2019","25.9","88","1","34.3","7.8"
"11-12-2019","25.3","88","1","","3.8"
"12-12-2019","24.9","90","1","55.5","6.2"
"13-12-2019","25.7","87","2","","1.2"
"14-12-2019","25.1","90","1","32.4","4.6"
"15-12-2019","25.9","87","1","141","8.1"
"16-12-2019","25.8","90","1","","5.1"
"17-12-2019","24.3","96","1","3.3","1.7"
"18-12-2019","25.2","89","1","30.3","3.3"
"19-12-2019","25.6","88","1","8.2","0"
"20-12-2019","26.3","82","3","19.5","7.1"
"21-12-2019","26.3","88","2","22.6","6.8"
"22-12-2019","26.1","87","1","20.3","8.6"
"23-12-2019","26.2","86","1","9.1","5"
"24-12-2019","26.8","84","1","","0"
"25-12-2019","26","90","2","5","8.2"
"26-12-2019","25.5","90","2","10.5","0"
"27-12-2019","25.5","90","1","21.3","7.8"
"28-12-2019","25.1","92","1","4","2"
"29-12-2019","26.1","84","1","8888","0"
"30-12-2019","27","84","1","","4.2"
"31-12-2019","25.7","92","2","20.6","6.2"
"01-01-2020","24.6","95","1","44.4","3.2"
"02-01-2020","25.7","92","1","34.4","0"
"03-01-2020","26.1","88","1","0.3","1.2"
"04-01-2020","25.8","92","1","0.3","3.7"
"05-01-2020","25.2","92","2","3.3","0"
"06-01-2020","24.9","94","1","6.2","0"
"07-01-2020","26.4","90","1","9.3","0"
"08-01-2020","25.2","93","2","2.5","4.4"
"09-01-2020","25.2","94","2","3","1.1"
"10-01-2020","25.5","85","3","9.1","0"
"11-01-2020","25.9","86","2","8888",""
"12-01-2020","27.1","79","2","","2.5"
"13-01-2020","26.8","82","1","","7.7"
"14-01-2020","26.9","83","2","8888","5.6"
"15-01-2020","25.3","92","1","4.6","7.8"
"16-01-2020","26.2","86","1","5.3","0.4"
"17-01-2020","26.4","86","2","9","8.1"
"18-01-2020","26.3","87","1","83","5.9"
"19-01-2020","26.7","87","1","0.2","3.1"
"20-01-2020","26.5","90","1","99.9","8.6"
"21-01-2020","","","2","10.9",""
"22-01-2020","27","85","2","","5.3"
"23-01-2020","26.3","92","2","8888","7.3"
"24-01-2020","25.1","94","1","8.5","2.7"
"25-01-2020","25.1","96","1","2","0"
"26-01-2020","25.6","91","2","9.6","0"
"27-01-2020","26.4","88","1","43.7","4.8"
"28-01-2020","26.1","88","1","9.2","3.6"
"29-01-2020","27.3","84","2","8888","4.4"
"30-01-2020","26.4","85","1","1.1","6.5"
"31-01-2020","25.7","92","1","","0.6"
"01-02-2020","24.7","92","1","26.6","0.2"
"02-02-2020","24.5","92","1","3.1","1.5"
"03-02-2020","24.8","93","2","4.5","0.1"
"04-02-2020","26.4","87","1","4.8","2.6"
"05-02-2020","25.4","88","2","0.2","2.6"
"06-02-2020","24.9","","1","26.6","3"
"07-02-2020","25.3","94","2","32.6","0"
"08-02-2020","26","87","2","116.7","4.2"
"09-02-2020","25.9","83","2","0.9","5.8"
"10-02-2020","27.1","78","2","","3.9"
"11-02-2020","27.2","80","4","0.2","4.6"
"12-02-2020","27.1","84","2","8888","3.2"
"13-02-2020","27","86","1","0.4","3"
"14-02-2020","25.1","93","1","8888","4.9"
"15-02-2020","25.9","89","1","15.4","4"
"16-02-2020","25.7","90","1","40.3","6.7"
"17-02-2020","25.2","90","1","10.2","3.6"
"18-02-2020","24.2","92","2","5.8","0.1"
"19-02-2020","24.4","93","1","56.8","2.1"
"20-02-2020","24.4","95","1","39.2","1.2"
"21-02-2020","26.9","84","1","5.2","0"
"22-02-2020","26.7","89","1","7","6.5"
"23-02-2020","27","87","2","8888","5.2"
"24-02-2020","25.3","94","0","52.8","4.6"
"25-02-2020","25.8","90","1","19.2","0"
"26-02-2020","25.4","90","0","0.3","0"
"27-02-2020","26.3","88","1","9.6","0"
"28-02-2020","24.5","96","0","38.7","1.9"
"29-02-2020","25.1","94","1","8.3","0"
"01-03-2020","26.2","92","1","120.6","3.3"
"02-03-2020","27.6","82","2","1.5",""
"03-03-2020","26.9","84","1","","8.2"
"04-03-2020","25.9","87","1","","7.2"
"05-03-2020","25.7","84","1","12.2",""
"06-03-2020","26.7","80","2","0.2","1"
"07-03-2020","27","81","1","","7.8"
"08-03-2020","26.3","84","1","","5"
"09-03-2020","26.9","80","1","1.2","4.5"
"10-03-2020","27.3","78","2","","4.1"
"11-03-2020","26.8","85","1","0.2","8.4"
"12-03-2020","26.5","88","1","9.8","6.2"
"13-03-2020","26.7","83","1","18.1","0.5"
"14-03-2020","26.3","84","2","",""
"15-03-2020","26.1","86","1","3","7.4"
"16-03-2020","25.8","90","1","56.8","7"
"17-03-2020","25.7","87","2","50.4","2.7"
"18-03-2020","26","91","1","121.7","8"
"19-03-2020","25.1","88","1","","1.3"
"20-03-2020","25","88","1","87.9","3.8"
"21-03-2020","25.9","85","1","10","3"
"22-03-2020","26.5","89","2","19.5","6.2"
"23-03-2020","25.6","89","1","24.2","3.8"
"24-03-2020","25.6","90","2","","2.3"
"25-03-2020","25.8","89","1","53.7","6.4"
"26-03-2020","25.7","94","1","8.2","6.2"
"27-03-2020","25.8","90","2","43.6","0.5"
"28-03-2020","26.9","85","1","52.4","4.7"
"29-03-2020","26.5","88","2","","6.7"
"30-03-2020","26.1","87","1","9","5.1"
"31-03-2020","26.4","86","1","1.1","4.2"
"01-04-2020","","","1","21.7","6.6"
"02-04-2020","27.4","81","1","","6.6"
"03-04-2020","26.7","81","3","","7.5"
"04-04-2020","26.7","84","2","","7.9"
"05-04-2020","26","89","2","40.2","7.5"
"06-04-2020","25.1","89","1","5.4","4.6"
"07-04-2020","26.8","85","1","59.4","5.3"
"08-04-2020","26.6","84","2","8888","6.9"
"09-04-2020","27.5","85","1","","8.1"
"10-04-2020","26.4","87","1","8888","3.5"
"11-04-2020","27.3","86","1","13.3","5.6"
"12-04-2020","27.2","84","1","11","4.9"
"13-04-2020","27.1","82","2","","7.2"
"14-04-2020","26.6","86","1","8888","5.3"
"15-04-2020","26.7","86","2","0.2","7.1"
"16-04-2020","26.6","86","2","49.2","4.8"
"17-04-2020","25.8","88","2","38.7","7.7"
"18-04-2020","25.9","86","2","112","8.6"
"19-04-2020","27","83","2","15.2","7.8"
"20-04-2020","28.3","82","1","10.5","7.7"
"21-04-2020","27.5","84","0","9.2","7.9"
"22-04-2020","27.4","78","1","8888","1"
"23-04-2020","27.8","82","3","1.4",""
"24-04-2020","26.9","85","2","",""
"25-04-2020","26.2","81","1","2","4.7"
"26-04-2020","26.5","86","1","","4.6"
"27-04-2020","26.3","90","1","21.4","6.3"
"28-04-2020","25.3","90","2","12.5","2.3"
"29-04-2020","26","86","1","55.2","1.5"
"30-04-2020","26.2","89","1","","6.7"
"01-05-2020","25.3","92","2","25.8","1.6"
"02-05-2020","25.4","88","1","108","0"
"03-05-2020","26.1","89","1","0.8",""
"04-05-2020","","","1","0.6",""
"05-05-2020","27.1","84","3","8888","0"
"06-05-2020","26.4","86","2","53","8.5"
"07-05-2020","28","77","1","11","7.2"
"08-05-2020","27.8","80","1","","9.4"
"09-05-2020","26.4","88","1","","3.6"
"10-05-2020","27","87","2","","0"
"11-05-2020","26.2","88","2","1","4.8"
"12-05-2020","27","85","1","15","2.4"
"13-05-2020","27.7","84","1","2.5","8"
"14-05-2020","","","2","8888","2.2"
"15-05-2020","27.6","80","2","","8.4"
"16-05-2020","27.3","78","1","","9.2"
"17-05-2020","26.8","82","1","","9.2"
"18-05-2020","25.9","91","1","18.8","7"
"19-05-2020","","","1","68.9","2.3"
"20-05-2020","26.8","87","3","","6.2"
"21-05-2020","","","","",""
"22-05-2020","27.7","83","1","","3.6"
"23-05-2020","27.9","75","2","","9.5"
"24-05-2020","","","3","",""
"25-05-2020","26.8","84","1","","7.8"
"26-05-2020","26.7","84","1","34.5","6.2"
"27-05-2020","27.1","82","1","","4.1"
"28-05-2020","27.3","84","2","0.3","8.9"
"29-05-2020","26.9","86","2","7.5","3.2"
"30-05-2020","26.6","83","2","2.8","6.9"
"31-05-2020","27.7","82","2","0","8.1"
"01-06-2020","26.5","82","2","","5.7"
"02-06-2020","26","84","3","0.2","7.4"
"03-06-2020","27.3","82","2","10.8","5.9"
"04-06-2020","27.2","78","2","","9"
"05-06-2020","","","2","","5.6"
"06-06-2020","27.1","83","1","3.1","3.4"
"07-06-2020","26.1","84","2","","8.3"
"08-06-2020","26.5","85","1","10.3","6.6"
"09-06-2020","26.4","86","1","9.5","5.6"
"10-06-2020","26.7","81","2","","5.8"
"11-06-2020","26.6","88","1","3","8.8"
"12-06-2020","27.6","80","2","3","6"
"13-06-2020","26.4","84","2","19.1","7.9"
"14-06-2020","27.4","78","1","36.7","8.8"
"15-06-2020","27.2","86","2","0.2","9.5"
"16-06-2020","","","1","","2.3"
"17-06-2020","27.3","78","2","","8.5"
"18-06-2020","26","85","2","","8.5"
"19-06-2020","26","89","1","58.1","7.1"
"20-06-2020","27","81","2","0.1","2"
"21-06-2020","26.4","79","1","","8.8"
"22-06-2020","25.3","86","2","","6.5"
"23-06-2020","26.7","83","2","21.7","3.7"
"24-06-2020","25.7","86","2","61.5","6.8"
"25-06-2020","27","80","1","","6.7"
"26-06-2020","27.2","84","2","","9.1"
"27-06-2020","26.7","82","1","8.9","8.5"
"28-06-2020","27.2","83","2","",""
"29-06-2020","27.7","74","2","","7.6"
"30-06-2020","27.3","77","2","","7.5"
"01-07-2020","26.8","78","1","","9.8"
"02-07-2020","24.7","90","2","","9.2"
"03-07-2020","26.5","82","2","19","2"
"04-07-2020","26","88","1","32.7","2.6"
"05-07-2020","25.7","79","2","","0.1"
"06-07-2020","25","83","1","","10.2"
"07-07-2020","26.5","81","1","25.3","6.3"
"08-07-2020","25.7","87","3","","7.1"
"09-07-2020","25.2","84","2","50.6","6.4"
"10-07-2020","25.6","86","2","1","4.5"
"11-07-2020","27","77","1","0.1","2.3"
"12-07-2020","26.2","83","3","","7.2"
"13-07-2020","26.5","83","1","6.9","8.1"
"14-07-2020","25.8","87","1","1.1","5.4"
"15-07-2020","25.9","88","1","6.8","4.8"
"16-07-2020","26.5","83","1","8888","0"
"17-07-2020","26.2","82","2","0","0.5"
"18-07-2020","26.9","78","1","","8"
"19-07-2020","26.7","82","1","","8.5"
"20-07-2020","26.2","86","1","1.2","8.1"
"21-07-2020","26","86","2","11.5","7.5"
"22-07-2020","26.8","84","1","16.5","6.7"
"23-07-2020","26.3","83","1","12.5","8.4"
"24-07-2020","26.8","80","1","1.1","8.2"
"25-07-2020","26.7","76","2","","8.1"
"26-07-2020","26","72","2","","7.5"
"27-07-2020","26.1","76","1","0","7.9"
"28-07-2020","25.9","78","1","0","9.2"
"29-07-2020","26","76","2","","8.3"
"30-07-2020","26.6","74","2","","8.4"
"31-07-2020","25.7","65","1","","9.2"
